Guest ID,Table ID
1,0
2,0
3,5
4,5
5,3
6,6
7,1
8,1
9,1
10,1
11,5
12,5
13,5
14,5
15,5
16,6
17,6
18,6
19,7
20,7
21,7
22,6
23,3
24,3
25,3
26,6
27,6
28,6
29,2
30,2
31,2
32,4
33,4
34,4
35,4
36,4
37,0
38,0
39,7
40,7
41,7
42,7
43,7
44,0
45,5
46,1
47,4
48,4
49,1
50,0
51,2
52,2
53,2
54,0
55,1
56,1
57,2
58,2
59,4
60,0
61,3
62,3
63,3
64,3
